2
5000 8000
CIH EAL 108.53
EDA HCR 119.91
GCB EJH 179.26
DJX DPZ 442.57
GQJ AUI 456.76
DRC HCK 737.84
AWC FKB 828.89
CMW ADH 801.94
CEU ANQ 389.18
GRZ EBY 124.97
FIC HIU 812.87
FAL CXB 228.54
BZL BVH 769.89
AFC CSS 74.50
AZK DST 447.35
ARM DXZ 392.16
GBN AUU 780.40
AUN DCG 549.66
DID BMR 666.53
HKC FES 194.81
BYG BRX 953.57
GVH ANK 89.47
BGG DLX 523.39
DYY BRV 50.28
CHJ BHQ 151.60
GFI CDN 808.20
BPU GQL 826.26
ESB BEW 767.22
AUK DQL 136.07
FZC EWM 508.46
CGS FKF 671.92
CUC DVT 734.98
AVR BXK 981.07
CNM BYM 752.97
DVC EEQ 329.74
FYP HKE 495.17
HET DWW 150.64
AZH BAU 961.50
GPS GJN 893.23
EBW CFU 498.53
EBU FMC 902.38
ANF DGJ 917.64
EKP CLO 936.38
AYT CXA 892.01
FDJ BXC 22.55
HDF DEN 448.31
DPT DGZ 52.03
GQO EZG 450.58
AFL FZF 520.67
CLF FTP 765.31
CNA ASL 706.35
AJB DIH 297.37
CUP DHX 464.32
FRP EDE 894.11
CEJ ABP 800.54
FIX BVC 498.73
BFO CCX 960.40
AUM EFD 684.78
GTS BWI 93.16
FCZ GDF 994.57
FVK HBR 224.53
DTJ BHG 291.43
BQY DKJ 93.78
FUC CNS 776.17
ALJ EPV 764.55
CGL GKY 42.72
GJJ AOR 778.83
FEE AID 287.04
HAN GSD 855.88
FTK AMY 51.56
AAL EDH 699.65
BHS EWI 702.53
ESB FYK 977.84
BVL CKU 789.00
GLG GOT 191.54
FLX FMT 208.01
AQG CJJ 123.21
AYJ CLN 479.72
CGE DID 564.60
CTC FOE 225.57
BMC FMV 64.42
GIK FWP 278.05
EWN CPJ 836.81
BWZ CZC 532.06
BBK DSO 94.40
GOD EXK 651.40
DNE CYJ 701.81
FYR HIR 206.03
DWN ECN 12.36
CAJ AMP 541.00
CCW EQB 459.49
APD BJQ 482.91
FEN BKY 739.17
CTH ATY 322.06
GLV HIS 498.31
FYX ADV 705.43
BMY AKU 149.67
DLH BIA 936.89
CDN FDO 190.63
EQC DUZ 766.76
BVV HFM 43.89
FFL ERT 558.15
BGB DCC 175.61
CAA AYR 874.10
DYK ASE 442.63
ECF DNC 236.26
GNA FLV 790.06
CKS DNK 900.18
CDY CDJ 536.92
AOP GPV 264.87
AJT AIA 146.09
HBM DNK 572.04
ETH HHX 820.77
AHQ DMH 729.11
AZU EJY 156.15
GMW CJC 32.77
EOJ CWW 10.39
ARM EXP 117.85
CUV CZH 234.15
EAJ FEM 862.21
EIJ EPL 216.01
ALL CLX 918.54
AJA FNU 779.77
FVH CLL 211.82
CUX DJC 863.80
HEA CUW 234.02
CQO GIV 27.93
ADV BPE 558.70
FDC BGF 926.76
EXG DBE 995.70
ECJ FKT 22.83
GOG CTU 52.04
ERT HEH 968.54
BSW DNL 784.40
HBZ AEF 373.74
CMN FFB 506.21
BLA DYE 418.09
DAE HFR 735.92
GGJ DUH 850.43
BXF DDT 298.56
BXR BDG 181.64
GRL DLD 809.30
BBC GEL 753.56
EON FWL 998.73
GSS BZL 110.40
GNL EXJ 571.75
DBI AEQ 88.52
CWR ACM 998.14
BGQ AEE 581.98
GKK HIY 237.71
ADI GQI 664.02
FOL APU 76.93
GIO DDN 722.02
EUS CYQ 542.58
BJV GMQ 586.91
AWW CHZ 882.33
BBN CPV 826.39
BDZ EIR 610.53
DID DRJ 629.94
FGT BWC 301.94
EMU DYB 295.20
HCO ANI 959.59
CVT FUB 347.14
AKC GRN 753.45
GWS ETF 799.39
DUK CDG 858.70
AZX GAT 928.17
FIP AEY 935.32
BPQ GQC 106.63
DLT GXP 129.03
HJU AUV 464.58
CMU CFS 458.46
CWN BUT 756.45
CDT EIA 275.62
GWY EFR 341.76
DPW ACV 901.75
EGI EHE 690.85
ELG ECS 797.58
FRB FCG 383.61
HEI BZP 194.44
AOV GDR 467.77
CUO HKG 31.15
GPH AYT 961.51
FMZ GTH 980.89
CII FNQ 958.90
ELD AKB 318.94
DIA GLE 943.34
AAK GBW 822.02
FCQ DQW 565.51
BRX EVM 803.74
ALH CBN 165.70
ALF GRI 619.55
DJY AZH 451.93
ESX ADU 9.98
EWF BMA 47.15
FGG EGW 526.35
EHC FHH 306.29
CYR BDR 478.65
BFF DLI 142.27
GAR FZS 76.76
ARW AXU 738.17
HJE FVA 754.62
CYD ASD 257.53
FBY CEO 493.91
GNY DTP 575.87
FKN AGR 8.68
DHM BEW 694.11
GLD AAT 486.51
EME GHI 856.44
DBO EVY 678.07
FZJ FCM 818.80
GKB FUG 73.44
BRW GXG 636.66
DWK APN 469.98
AFS ELA 554.28
CMJ AID 11.98
FRF GVU 162.03
FRY EVX 947.77
GOY AKK 191.23
EAP EOJ 621.43
BST BYK 205.63
ACR AAG 109.54
BPP AAZ 952.71
EFD CZV 514.12
BFV FQH 803.74
DNY CAB 868.74
CZK FUJ 235.47
CLA ABM 373.74
EVK ATT 925.72
DZL FYE 33.69
ANN GTW 610.88
ANU AUG 886.03
AOT DES 450.24
FOO HHA 724.58
FUN CLC 202.95
CKG FFF 624.74
CUH FBI 998.65
CVU DEJ 182.29
DPN BOZ 662.19
CDK GOO 458.31
BMY CUC 248.73
EHE ASJ 852.24
CBO CTI 505.82
BYG AZO 173.17
EJJ BKX 324.27
EEG HCB 676.92
BVG BMO 406.63
GZP AWM 675.42
BEH ERJ 594.60
AIN FXJ 518.92
DCQ FSM 396.84
FUZ GBC 106.96
BDZ BNF 249.38
EDN GYI 776.83
AEC FDK 203.41
HGE BSQ 496.40
DIK ESD 524.54
EEW BBQ 850.35
BLY CGW 847.56
BYZ HBQ 768.95
AHD GPM 321.17
AXX AFY 605.65
ELC CDP 508.42
DZD GCU 479.74
DSF GPX 407.69
AAN GCC 658.76
ESR EIE 21.20
AJZ GJN 493.66
CQV GAE 585.49
CIE DKT 958.87
BNI BDW 72.12
DTH BZP 337.49
AMO FGA 607.22
GPI CGC 550.67
AKP DJR 341.00
BCJ GRJ 466.01
AAG CKP 766.14
GJT BMG 811.55
GZP BIL 114.14
DAB CQO 432.04
EDX ANI 447.68
ATF ARF 721.42
AOX BSZ 196.71
CUZ BVO 449.97
AUI AMY 258.03
ABK EWN 824.31
CLZ HGQ 645.20
FYF BOT 245.26
HGQ FRE 801.88
CMW DAC 999.09
DAE ERE 932.90
DRJ ALG 924.48
AAB BYQ 579.47
DVP BYN 896.86
EIO FDL 865.83
BUT BIQ 221.11
DRB AQE 784.99
HFV BXZ 251.63
FMR CFF 441.72
DCL EBS 104.29
AJH BNZ 871.15
CUN FED 305.00
ETD EDE 743.31
BHJ DRC 793.32
GKU FZZ 169.22
AJC DSW 212.00
CZG DNE 224.15
GXF DTL 462.39
BSC ENP 411.22
AJN FEC 511.83
BXM CXE 32.74
HBP DQK 748.67
FUL CQR 217.52
CBF DRA 963.06
CQW GMY 271.73
GJS CWU 565.09
CMO GLR 830.97
AVR CXA 714.57
HJH GOE 461.17
HDB AXJ 36.15
EPX AIZ 438.62
AVZ ADW 601.48
FMR ETH 612.73
DTJ GRN 51.84
EVZ CMU 815.67
AIL ESV 933.57
BJU DXQ 790.18
EGV GBR 170.48
FKR AII 489.64
GIB FRK 352.89
BGS DZQ 701.00
BKP GFJ 732.18
GDW ASA 751.41
FLB AZD 502.02
CNN FHK 940.85
HGI EWG 73.60
FTQ DKM 275.79
EKZ BAY 935.10
ETI BNC 677.43
FAK BYF 914.00
BPS ECC 320.17
AKT BLO 928.68
DCU DQZ 651.71
GBX FYU 543.27
DYZ EPP 893.46
BKX CSC 810.49
GVJ GNH 22.97
CMA GHZ 525.39
DZC EZE 705.28
FXI BQT 187.34
CPC EQI 171.24
GAQ BMI 95.61
EHH DSX 561.92
EVT CTA 182.92
CBB DTW 173.97
ETD HIF 514.27
FWC FIG 973.86
GTU BRP 833.50
GIQ CLY 100.14
APB CPG 590.46
FFK AIR 330.32
BHK HCC 511.28
FAI DLQ 865.52
CJA AXZ 307.98
ASP GME 340.67
AQM BET 67.98
AOL GSO 563.51
CGA EHC 266.58
GRY GHQ 112.28
BWX EWY 105.08
EFO DZH 159.00
FXI AGJ 757.72
BYQ EOC 829.92
CWP FSU 863.80
BYM EIX 893.19
FDF BPU 648.02
ELL DPT 265.82
BIF GBN 769.57
CFN CML 848.18
HCM FGA 43.40
DRL BEI 869.63
FXU CIA 661.63
DBO BIU 351.49
BKA DJX 664.66
AIQ EJS 784.05
BYK GCC 210.69
ADV BAQ 458.85
GFJ DXY 338.86
DHM FQY 11.28
BDE GRO 576.23
CHM CEU 624.19
GPM FXN 812.52
ANZ GDH 652.51
FXW AXJ 336.71
CXG AOA 846.08
BPA EDE 848.32
CPQ FLF 574.94
BDG DUJ 425.93
BJW FLT 831.40
ARD DYJ 903.63
EVX CDC 911.21
DJC FZH 340.20
CCB AYQ 784.78
CZK GJV 238.41
FNL FUT 891.93
CGH ADZ 311.49
AHE FVX 635.67
EBN CHJ 966.78
ECZ BNV 237.90
CRA CBU 297.23
EUC FSY 351.68
DJB EHG 434.41
EHR EAS 370.57
FHF EIE 184.63
DRQ DDD 868.27
FVQ GVJ 205.56
EHF ESG 734.23
BEG HEU 586.09
CSC FKH 427.05
GTW GZQ 268.38
FCM HGC 686.32
DZK GYD 632.10
CPV COY 754.74
GXZ CHV 197.29
EQU HAD 132.96
EBV CLF 571.35
DJU ACP 360.77
DEG ABC 403.20
DEF GBD 124.59
ETN BJN 192.81
EPH BIX 2.05
GDC GCK 300.02
DHT GUQ 426.90
AFG AZX 658.05
HFJ FWS 904.84
EGH DQN 549.77
GIW HFY 740.80
GJY AHY 113.62
FAU DYN 798.53
AZZ EWW 33.42
CIX HEU 115.54
BAZ HEW 396.55
ALH FUA 801.44
DLE GZA 537.25
DXO CHI 788.61
ADT CGL 750.85
HJR AXC 629.52
CHI CXM 322.38
AVN ERV 415.52
FSK CGC 663.04
ACO ENW 169.80
HHK GAP 785.63
FRC GGD 142.64
FFU GJC 159.09
CCV ERI 32.27
EJG EUP 58.68
HGI BTV 973.17
ETN FBX 973.01
CBA BZH 788.43
EHC FXM 544.02
DKQ BLI 596.12
CAY BIB 946.78
CWT AFT 59.54
BVO DOS 197.79
BCO AYN 346.61
FXD EFX 410.86
CGQ AGT 103.83
BYF FRG 2.79
DXM DYT 548.42
CKQ FBT 375.73
FVY GMW 518.13
HDZ AQE 91.18
BZK CAX 818.46
FOC BSK 501.41
BCI DFJ 513.77
FIF EVE 134.71
AEQ HJX 624.52
FVW CKI 939.76
EKH CEH 402.81
CBT FZG 592.72
BEH BGR 172.52
DUL BYT 312.03
FVI ERT 123.90
CDK GXF 587.27
FIU DNW 24.73
ETQ BHC 795.61
ETF EXK 631.55
HDN DKB 832.75
DXM FUW 535.76
EMK ESW 365.47
AIU CRF 29.44
CHN GLM 450.83
BOZ CPC 576.43
BBW CSD 629.29
EPS AYZ 643.70
FWU AIC 293.30
FJX EZL 825.44
DJQ ELD 670.99
BUE CIJ 669.22
BCT GPW 859.13
DTY DOV 289.39
CVC FSA 641.67
HKE EFJ 170.67
CSA BDT 531.32
DQZ AFN 552.08
FZB BFT 746.72
DOF EZP 86.45
CPA ASA 522.82
GXJ FNY 159.12
GCX GXB 71.12
EHK HIH 342.11
CPD GCG 817.57
GUM BTL 300.09
CNX AZP 913.58
ETK DHP 245.30
FZD CVA 319.99
FOK CUX 423.82
AWC GER 861.31
GKB ADL 628.73
AMM FGR 588.88
CKL ECJ 780.20
BCK BHQ 559.16
EVV DIA 540.13
ALD FIG 299.54
DSS EQE 466.67
GNS CET 12.28
BYH FSJ 902.61
CSQ HJX 290.16
EWB GGC 845.90
ESL EPJ 402.59
DKM DRF 819.36
ESC HAL 385.59
CPU FON 906.49
CNS ACL 389.21
BTO COO 855.62
DYH EJU 530.76
EGJ GTW 488.41
GFY HIA 815.00
HBS GSG 196.89
GGT BRY 793.18
CNQ EOK 675.01
CDU CKZ 348.01
CHZ DJZ 793.28
CKK DUM 474.42
GYY EQC 141.51
DYL DUC 203.35
FHZ EBN 143.47
FFR AWY 385.68
GNP AKZ 627.78
AVF GVB 989.06
FJP FCZ 731.38
CKH GVI 798.44
AJY FVM 76.46
EEK EBD 942.05
DKE CUM 858.27
BTY FHJ 455.32
FVM EIG 745.47
GSK CFE 631.34
BTB AXS 730.13
BDU GRZ 724.22
AWL DYJ 179.74
AHM DSJ 79.55
ASQ AFW 645.74
ETT BBH 948.32
CDX CHD 540.02
AAZ FBP 276.46
EJF EKE 688.41
GOK DQK 591.31
ABU CRZ 800.17
GTT GHD 511.88
FHU DHF 683.14
BPW AGP 152.50
DVS BQF 104.44
EWZ DJU 659.28
BTU BXK 454.98
GVJ AKX 469.51
FVF GCQ 69.76
EBH GVF 399.20
GTG GVW 7.02
FQC DFG 521.00
DMZ CSK 930.22
FTO DCA 966.04
HJU DTC 590.44
FJG HCV 879.88
HGQ ALR 612.90
CHF FIS 138.32
AZN AWL 747.96
AKK CTJ 350.79
BVY FUJ 578.17
FBE DMV 487.25
AJH AOT 638.75
DLH EYM 212.41
BUC DNS 614.81
DMP AOJ 164.67
DYG ELZ 464.39
DWQ ETB 563.44
GTB ELF 392.35
CCC EOH 148.99
CMD DII 915.21
FYZ BLH 491.20
BDK HEJ 225.30
GBW DPU 291.23
EFH FUT 677.97
GTQ AOX 653.47
DVH ESG 877.02
DEA BHQ 967.12
AEY AEG 393.28
ETF AAJ 388.80
CRF EGW 516.38
ECM CZA 946.58
DWN BIB 36.87
ABZ CAI 208.03
AML GDX 262.60
DBI BGY 791.01
AJG FGW 836.67
BQX AKK 176.00
BVD BKP 947.32
BVM HDV 62.12
ASA EEN 707.67
DRB DRJ 625.66
GZC DSW 303.35
BPC EXU 543.00
CIS GUG 557.04
DPQ FLR 960.27
BMF FMK 80.89
DWP DYC 383.29
FHE DNU 594.44
HAR FIL 106.69
DUX GLY 232.55
CBY CWJ 50.76
FUV FJG 888.99
DIH EII 136.07
ESF HJK 246.75
ETO BMP 62.53
CVQ ARC 400.40
GTS AEW 973.85
EXE BJM 750.00
EVH CJG 449.19
FWY BUD 460.20
DIZ DXB 299.43
BHX CGS 913.46
AFX AFD 666.19
AFA BSR 602.14
DRP DOW 983.91
GIS DQK 766.03
GNO HED 948.69
AMS BTW 707.89
EVY DQT 990.95
BFU HDZ 187.05
FCV HBV 676.81
HJO DRH 249.42
CEJ GBO 208.23
DXA GJU 423.28
CBP DZX 288.10
AHR AZG 762.96
CBN CUF 255.78
DVJ DYO 313.38
CBU EPT 366.68
BVL CRY 12.95
DMY GRB 321.21
HEF BEN 669.26
FVL CKE 619.06
EUX ALL 797.24
DKM GBZ 123.50
GJS CPN 987.43
BTP FLT 789.43
AHV AAX 666.86
EXP ENC 206.21
CFF GKX 20.19
DLZ EEE 896.04
EQM HAG 969.69
BQJ ELH 318.10
CBU EAR 607.48
CTL ACT 603.47
FIZ AGL 290.00
DKK ARU 596.60
DLI DEQ 308.46
COC ECN 624.01
BOR BRW 370.70
FSV BCQ 735.58
HIT EAJ 722.49
EJS GSA 253.81
BAB CKM 28.34
DCV EXV 305.84
DJG FLJ 374.42
GBA EYI 324.07
DVI AUO 247.05
ANN EIX 783.79
CFJ AAG 300.97
FHZ HHC 811.54
BYB DFH 963.75
DFT FTY 263.35
AFX EOR 656.43
FDS FLD 613.21
FEU DQT 747.74
ESU HFI 883.94
FNI BJS 974.76
ELX GJR 850.58
GMD GNL 717.61
GIX CVN 596.04
EDW EWL 381.91
CNN BLM 208.44
HCE CKF 230.21
HCZ GJA 381.74
FJL GAI 430.03
HEL DQO 665.07
BDV BXM 10.51
ADF BZS 447.77
GQQ EPL 91.42
CBV EAF 985.14
BNY DIR 191.53
EZK EPD 269.58
BZI DRB 800.13
AYA AYV 811.53
BOB AAA 609.62
HEP EFZ 59.39
BRU FUK 157.87
FRM ABN 315.62
CWQ GEW 316.45
BMN DZS 624.85
GVE CTD 52.37
EAA AGD 726.27
AGT AGQ 909.92
DFO BYZ 586.78
DFP DKA 206.54
CBG EUD 516.95
ALJ AOC 728.99
CMW CWF 490.37
BHK HHM 978.71
HHC DOU 911.63
CPY FXX 885.17
CWB CKQ 281.23
DCS FWU 471.79
HBR DXY 523.54
DBJ EXD 308.79
CLF AAA 94.04
EZH GHN 707.88
ALE EWM 324.35
AIJ DSQ 391.22
FXD FLJ 163.42
EKS FGI 462.59
BLA CME 643.77
HHV FRZ 976.54
DVL DUG 97.52
DIG FCB 308.80
FIH GFD 729.43
EFM BZD 909.38
BRR FOV 843.00
FKH GHB 9.42
FLI AWJ 725.11
DHJ CSU 778.44
AJF BUV 221.78
GBE FSY 781.41
ELC HJK 694.28
ECV BGY 383.65
CXQ AFW 56.08
EWU DPY 392.03
FBH EPA 120.49
DYA FZH 895.36
EUJ EHO 695.35
CCW BCR 432.10
FXR EIL 317.81
GGH DOY 470.20
GFK CSY 524.58
CCA AIC 4.51
EHW BFM 382.28
CNN AAV 915.47
HCN FBQ 311.95
AHE EJV 896.08
EOT FRY 222.60
AHC DBC 618.45
EPN AHH 546.23
CUE FGZ 486.19
FNC BNG 578.38
FVE EEP 83.86
BQI DOL 311.43
DRD FVY 990.51
DIM AFP 357.54
AHZ BQN 419.04
FZX EZL 20.90
DQS CID 215.29
FXZ BTQ 617.13
DUR BSN 611.73
FHX FXS 980.49
ECE DNQ 581.21
AGH HFP 634.04
ARY FVD 358.56
CXN BNV 983.30
EOB EJB 955.78
EDE ABE 171.37
GLH EHZ 325.42
CUQ BLP 13.56
END DES 553.60
DAN CHR 579.25
BDW GXS 778.62
AZD GOI 156.22
BJY AKZ 421.37
CXU FJB 326.03
BWN AUZ 345.67
DXR FZE 376.36
AVJ EIQ 804.22
CGY GIV 411.24
ABI BMJ 580.12
CIZ AKO 960.57
DWJ GQQ 294.51
DAK CEG 665.79
FLJ FIL 385.84
FKC BUH 608.71
GFB DDQ 528.41
GTX BQS 54.54
DSF CGY 880.98
EQS FYE 386.53
GDB CZS 515.37
GNP GOK 715.71
FTX AIZ 295.08
ANV CRS 671.17
ALZ CPG 805.07
EGG DWT 891.82
HJW CRS 78.24
BQG DJF 483.63
FXE AOB 279.36
GLB AOG 117.90
CAL EVJ 849.28
DEN HDU 190.64
DNM BAO 48.25
AUW EDZ 200.75
DKD GXN 967.86
BWO AHT 770.97
EOH GMK 99.63
CNE GBL 463.03
DBF FAC 237.53
FPL AGQ 390.88
DAM ADW 334.31
ETY ATW 647.94
FUM ANE 782.92
EOD AQB 706.70
EBI DGT 575.65
GJC AZD 612.08
FLE CXS 424.70
GCH EVW 868.97
DSB CZX 835.91
DYR BQV 206.50
GCO GSU 857.83
GWK BAP 978.23
HJO AMX 610.45
CPH BMR 49.57
ALT HHI 130.29
BKW BRM 821.19
EIO HIN 14.11
DUC CTE 114.33
BJS ARA 769.01
FAN DQA 93.98
GJA EUE 370.68
BZH DOL 611.90
CME HCR 171.80
FYV HBA 771.61
FVW GDF 939.10
ADA DWL 805.67
ABF AOK 815.25
EUK ERO 558.04
FLK ACJ 333.54
DRC GPN 706.34
DAY EGT 740.28
GPK AQF 933.18
GHT DWC 260.03
AOD BQX 176.71
BHB CAZ 716.96
FDM CWV 456.44
FRW FDM 170.75
CZC AYC 284.58
DBL AMV 666.92
EGR BLF 317.20
BDC HKD 605.45
DTI GXL 225.97
AFC AZS 320.53
BVZ GYL 826.62
FWY CBK 793.82
BJL FAE 352.41
BCQ ARR 487.11
CAS AKK 375.55
CNN EXM 295.60
FYT CBJ 179.77
FYO CWI 958.54
ABK GSF 166.11
DBC EIX 741.41
EPG CWZ 856.25
GQQ BZF 282.24
GGM CIM 122.00
BNW AKX 344.74
BYG GFF 602.18
GVS ADZ 779.40
DMT EOM 46.44
GJB FVJ 436.67
FQZ CVA 690.37
EPO DNZ 904.25
ACF GMA 338.34
CBL DVS 169.34
GJX BSA 277.74
BKN AXU 119.98
AFK DGE 30.34
CJJ AEZ 456.92
GXV BRH 66.65
HIW BSA 340.24
ETO CGZ 883.16
AXF EXJ 84.89
BYX DEN 265.97
AKH AQP 416.54
CCI GTH 493.95
FAC EHV 687.09
AVZ BKG 646.58
DAY EKW 911.50
ESF GWX 777.45
GKF ABC 424.20
DGW EYQ 137.35
ATX CSN 919.47
FYK HBY 839.03
GOZ EDG 752.26
ANQ DGA 104.94
EVM BIJ 182.58
AVK CVF 329.92
FGG GNL 149.15
GSW DES 419.67
GTY BJM 351.44
EIG GXD 708.17
BQL EJT 343.76
DIB CTO 998.93
AAZ FCG 339.08
DGZ AKY 697.05
GPI FGG 514.12
EAF CHB 746.74
DDI CDU 752.30
AXS HBM 151.24
CHF BWS 846.70
DUA FCE 342.44
ATL EEE 685.14
FMZ EAB 959.69
FEY EKB 432.06
FPW FYT 682.32
DLV AQT 367.93
AIO CEF 176.00
EMI CNB 916.61
EDM CRV 337.76
GAF EFE 543.92
DSB DCC 122.83
ALX CWZ 211.84
GLY EIG 730.41
FLS DRH 517.59
GAD DBH 652.67
BGO AHY 404.11
DKT EDY 627.46
FXU GPW 143.20
DFH GUU 773.45
AAD ANC 264.91
FCG DWY 805.52
AOX FQM 594.01
GXD ETD 810.62
FEC HIU 617.81
AVB CIT 354.65
BDA CYP 208.76
HGY BPX 367.22
GMM APU 740.29
AMQ GBZ 243.79
AZT AXA 865.44
EWR DSH 779.00
FCV CVG 163.38
CLQ EKD 30.77
EKD HAQ 340.86
BIO CIF 525.73
GHD FPX 594.72
CMT ATV 915.78
DCN GSU 664.91
DUE FUX 922.23
ERE CRZ 25.52
AZD GZN 682.21
FUK DOR 178.66
CUF CSS 726.71
EKN DJP 893.25
BIK BUG 686.44
GYH AZY 758.95
AHU DIR 351.36
BQG FOA 418.19
CAV DLF 102.64
ESU HFJ 341.68
GIA GOY 73.19
EMJ DKW 593.24
HFC HJP 332.34
DEJ AZJ 264.63
GYP AZF 7.92
AOF CHQ 916.86
FWW EMX 527.25
GAO BUO 42.79
CBM CET 203.77
BWN CYT 417.50
BBE AZQ 712.95
GMA HJZ 705.59
GLI GUB 885.84
CAJ DOB 448.00
CZO ESN 732.93
HHF BVC 429.88
EJU FVX 297.10
GEI GUF 86.84
CYT HIS 627.55
ANF ENT 841.45
BMV GLO 917.58
BMM HHB 538.16
CWG HEP 881.85
AZZ GWY 838.87
FSM GJH 466.00
CDG DJY 449.68
COW CYU 548.87
BYT BAE 441.97
DXD HCD 547.18
BAO FVG 967.13
ABU DAP 534.08
BYN BHB 994.18
BSV APG 267.70
DFL AYL 687.00
CEK DHZ 843.75
FOI DGU 745.88
BCU DCL 473.76
ECZ BXP 391.14
DUU BMT 867.85
EFT GAQ 944.15
BWA DRL 201.05
FDB EVB 351.52
FSI AAV 264.65
GQT FNE 826.30
COL GPD 811.51
AKX AOZ 626.18
DNI ECK 863.70
AAP CUI 984.71
DNI AAS 76.04
EDR GON 765.24
CKU GSO 893.77
HFV BOC 869.77
HGQ FSM 904.37
HJM EFI 42.93
GOI FXQ 451.36
HDH CKA 432.15
FVJ GKS 434.98
BFK EDX 172.25
DGC CPT 85.92
CKH EWK 559.67
DSN FYL 51.18
FGQ BMF 767.50
DOU CDA 29.85
AJU DBV 778.89
GHK DHB 28.68
DHC AQL 786.48
CHN AKR 798.17
BBC DSG 537.53
DQW BQD 559.21
BCY FBI 731.07
BRB FFW 160.78
DDG CKW 885.87
HGG GVR 584.91
CXT FSM 522.55
GEV EOM 688.62
BKY COM 731.10
BVP EHM 766.75
ADO ELN 332.22
BTR FUY 739.26
BKR FAD 63.92
GQN GPP 234.96
DRB GNG 146.16
DCK EHG 667.28
DKO CFR 866.23
AOT ANX 949.44
FDF HDO 41.25
CAJ CFR 64.37
GLW GZP 126.75
GWM HKH 891.19
EMH EBO 953.06
FRO BVS 526.11
EUN BGY 170.96
DRL FVL 309.19
FXC CVO 643.61
BAS CTK 116.63
ATY DLU 920.46
CZP FPB 168.62
EOW EDQ 332.23
EOV CVT 439.40
BGB FHN 885.80
FBU BTQ 566.04
GIS GWG 967.92
GTV AVH 650.29
EFB BWS 688.62
GYM EIS 441.95
EZY BZC 598.89
FER ESS 54.07
DYA ECK 737.76
BJL CNQ 818.66
GQZ ALA 363.07
DAH EUS 271.41
CMG ABJ 105.67
FHN CCM 12.01
BTY AKT 821.25
ASI BFU 399.60
ERK BBN 860.04
DZV DRE 407.34
ARX BWC 942.36
DFN GPW 918.88
FQN BDV 228.09
DAY GIE 986.58
FCH BTR 720.46
HET DNX 600.68
CFE BHI 99.95
DKY BFU 861.89
GML ESL 166.65
ETH FUR 98.22
BFB ERH 825.21
AKP CBP 843.38
DOL AVJ 428.61
CMH AVT 466.70
EFZ DWL 850.74
CJO DZB 548.65
DQW DYX 47.21
EWQ FSQ 525.59
EET CUK 98.72
CPD ENO 856.03
BWC CWF 688.09
FXS BWT 496.16
GTB ASM 262.44
CEM FES 186.47
GAY FHP 703.18
CPR HCK 245.29
BEG GRR 661.29
GWX DBV 935.95
EGZ EWX 632.40
BKF FUC 610.67
EGK GAH 441.64
ASV ABG 904.15
BLH DXC 244.11
GPZ BXB 853.14
GNG EJH 717.82
GFJ DRF 558.62
ACK HIQ 139.74
DEF FGQ 397.60
CQU EQY 357.63
DAP GFZ 186.48
BQO GZW 145.89
DRU AFN 388.11
AEO BIW 593.00
EBP BUY 352.69
BAP ELM 297.41
GRU AIJ 604.93
GQC GFF 496.88
GMK ALR 347.51
DTA BPB 682.40
EOS GZJ 763.81
EEG GJP 284.24
GJT EPW 258.82
AIH FOZ 183.73
CDF FZI 648.43
BEJ AFB 675.89
DMS CYB 132.80
CHP CMB 427.98
ETH ECM 386.24
GII DMV 780.03
FXJ FNY 405.25
GWQ FFI 199.63
GCF GNG 277.77
EGW ECR 870.86
EVW FWR 386.53
FAY CHY 514.40
AOR HEC 972.30
FAS FXK 809.40
DSX DWM 838.42
BVK AXR 620.47
HJI DRX 513.19
HEI DQM 703.06
GHG CJA 663.03
EZQ AAY 454.16
DLZ FLM 996.50
FTX AEO 479.22
ADJ FMI 526.78
GAT GWN 580.59
EMX FDZ 628.10
AAH AUK 16.81
DSE ETD 429.13
BYI HEX 792.39
GHI BSS 390.83
GIH EIS 483.27
GJL DVG 580.49
GNZ ATJ 3.88
GQA GSJ 756.37
ARX DVT 807.24
FVW CPN 911.51
BFY FCE 291.91
AOT DZX 891.98
AJI CWQ 280.50
ECB DNJ 657.10
BAL DBA 299.57
GVS AEA 405.80
CET CSY 198.81
BMU DRM 193.00
HIN ETI 851.24
CNS GLQ 655.89
CFO HGN 608.89
AVD ARJ 330.71
FRT FER 334.54
BUU AVR 486.97
EVV AUA 778.06
GZV DQI 334.93
CIL DLT 644.65
FZX EKW 859.40
FIY EPQ 669.49
GKG FMI 982.54
GGL BKF 263.15
GXU FYJ 528.11
GSD DQX 697.13
ADM DSU 235.54
CXN AMK 697.71
GNV AGM 893.94
CPH GWF 241.21
HAD CWC 70.44
GFL FTB 810.98
GHL FDX 760.62
AHJ HCM 503.84
GFS DWI 659.59
EMH DLH 119.85
AUU DHR 165.12
DHE CYW 779.54
FNQ CBO 99.17
EZO CTT 856.85
ALI FUK 924.34
AUB CAI 985.21
FXY FPE 727.18
FQD ATQ 969.68
ECD CEN 485.11
CDC HCW 277.15
FKT BYS 170.90
CZI GII 489.82
HAW AUW 11.97
CKI BVF 399.31
CUK AAN 296.51
EUS HFY 562.97
EZO FWE 31.70
FTE DJO 521.73
CNJ BEH 623.24
CFX HES 864.35
EEP CWV 778.67
FCP BJR 928.78
AND FDS 848.88
EII HBC 759.95
GIV BDJ 739.67
GEL DBH 858.49
EQI AIX 254.43
